experiment_col,experiment_label,backend,method,model,save_path,kernel_id,kernel_name,kernel_type,cohort,precision_io_cheat,best_depth,best_speedup,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,9,9_Tall_skinny_matrix_multiplication_,matmul,sample19,False,6,1.2,0.374,0.5301,1.0055,0.7203,0.7339,1.1075,1.2,,,,
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,14,14_Matmul_for_upper_triangular_matrices,matmul,new8,False,8,1.6101,0.5322,0.7596,0.6581,1.3264,1.3128,1.3617,1.28,1.2549,1.6101,1.6101,1.6101
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,21,21_Sigmoid,activation,sample19,False,0,1.0064,1.0064,0.8697,0.8697,1.0042,1.0042,0.9979,0.9979,0.9916,0.9958,1.0,0.9958
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,22,22_Tanh,activation,sample19,False,0,0.9979,0.9979,0.9854,0.9075,0.9093,0.9979,0.9833,,,,,
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,33,33_BatchNorm,norm,sample19,False,1,1.0709,0.9152,1.0709,1.0709,1.0709,1.0709,,,,,,
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,40,40_LayerNorm,norm,sample19,False,9,4.8696,0.6667,0.8917,0.8819,0.8833,4.375,4.8276,4.8276,4.8276,4.8276,4.8696,4.6281
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,49,49_Max_reduction_over_a_dimension,reduction,sample19,False,0,0.8612,0.8612,0.8612,0.8612,0.8612,0.8538,0.8466,,,,,
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,50,50_conv_standard_2D__square_input__square_kernel,conv,new8,False,7,0.8716,0.3413,0.2297,0.3726,0.5555,0.8347,0.8581,0.8569,0.8716,0.7647,0.5555,0.7638
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,53,53_Min_reduction_over_a_dimension,reduction,sample19,False,10,1.0122,0.8612,0.8612,0.8612,0.8687,0.8612,0.8466,0.8612,0.8612,0.0005,0.0005,1.0122
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,54,54_conv_standard_3D__square_input__square_kernel,conv,sample19,False,3,0.4757,0.3418,0.2731,0.4718,0.4757,0.4648,0.4522,0.4023,,,,
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,55,55_conv_standard_2D__asymmetric_input__square_kernel,conv,sample19,False,0,0.0382,0.0382,0.0348,0.0361,,,,,,,,
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,58,58_conv_transposed_3D__asymmetric_input__asymmetric_kernel,conv,sample19,False,0,0.3258,0.3258,0.2743,,,,,,,,,
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,59,59_conv_standard_3D__asymmetric_input__square_kernel,conv,sample19,False,0,0.3196,0.3196,0.2672,0.2719,0.1722,0.1685,0.1685,0.1662,,,,
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,61,61_conv_transposed_3D__square_input__square_kernel,conv,new8,False,9,0.5468,0.1365,0.1508,0.1099,0.1609,0.1954,0.3227,0.4237,0.5415,0.5388,0.5468,0.5441
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,70,70_conv_transposed_3D__asymmetric_input__square_kernel,conv,new8,False,6,1.2618,0.1446,0.1983,0.1744,0.1949,0.6871,0.6912,1.2618,1.2618,1.2618,0.7798,0.4392
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,75,75_conv_transposed_2D_asymmetric_input_asymmetric_kernel_strided__grouped____padded____dilated__,conv,new8,False,8,15.6805,1.2559,1.2619,2.6768,4.5769,9.7786,9.707,9.707,9.8881,15.6805,15.5882,15.6805
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,80,80_conv_standard_2D_square_input_asymmetric_kernel___dilated____padded__,conv,sample19,False,2,0.1158,0.052,0.0866,0.1158,,,,,,,,
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,83,83_conv_depthwise_2D_square_input_asymmetric_kernel,conv,sample19,False,0,1.4492,1.4492,1.4492,,,,,,,,,
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,88,88_MinGPTNewGelu,activation,sample19,False,0,8.8832,8.8832,8.8384,8.8384,8.8384,8.8533,8.8533,8.8533,8.8533,8.8533,8.75,8.794
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,99,99_TripletMarginLoss,loss,sample19,False,9,4.1124,0.0457,3.7875,4.1003,4.0762,4.0762,4.0407,4.029,4.1003,4.0643,4.1124,4.1003
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,102,102_ScaledDotProductAttention,attention,sample19,False,1,0.0279,0.0266,0.0279,,,,,,,,,
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,103,103_Conv2D_SquareKernel11,conv,sample19,False,2,1.1714,0.4066,0.2773,1.1714,0.4547,0.7151,0.8483,0.8542,0.8786,0.8945,,
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,105,105_LayerNorm_BigMean,norm,new8,False,6,5.6218,0.594,1.3528,1.3528,1.6499,1.6305,1.6305,5.6218,5.6048,5.5992,5.5992,5.5992
PTX/delay/S,PTX · Delayed profiling · Sonnet 5,PTX,Delayed profiling,Sonnet 5,ptx/level1-profiled-sonnet5,107,107_Conv2D_SquareKernel3_bf16,conv,new8,False,10,2.283,0.5426,0.4465,0.8897,1.0708,1.0804,1.0804,1.0708,1.0522,2.0543,2.2617,2.283
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,1,1_Square_matrix_multiplication_,matmul,sample19,False,3,0.9074,0.8719,0.8845,0.8845,0.9074,0.6622,0.9074,0.8033,0.8974,0.9074,0.8566,0.9007
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,4,4_Matrix_vector_multiplication_,matmul,sample19,False,7,0.9978,0.9879,0.9956,0.9956,0.9956,0.9967,0.9901,0.9934,0.9978,0.9967,0.9923,0.9956
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,6,6_Matmul_with_large_K_dimension_,matmul,new8,False,10,1.0728,0.1174,0.75,0.6136,0.7678,0.7397,0.75,0.8438,0.8438,0.8223,0.8438,1.0728
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,9,9_Tall_skinny_matrix_multiplication_,matmul,sample19,False,6,1.1792,1.1638,1.1663,0.223,1.1663,1.1638,1.174,1.1792,1.1268,1.1316,1.134,0.1708
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,14,14_Matmul_for_upper_triangular_matrices,matmul,new8,False,3,3.4705,3.3778,3.0372,3.2312,3.4705,2.3868,2.4327,0.5441,0.5453,1.4375,1.6645,0.8846
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,21,21_Sigmoid,activation,sample19,False,0,0.9915,0.9915,0.9915,0.9915,0.9832,0.9832,0.963,0.9689,0.975,0.9832,0.9832,0.971
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,22,22_Tanh,activation,sample19,False,1,0.9979,0.9936,0.9979,0.9979,0.9915,0.9832,0.9832,0.9791,0.9812,0.9832,0.9812,0.9791
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,33,33_BatchNorm,norm,sample19,False,3,1.0559,0.8032,0.7989,0.7947,1.0559,1.0559,1.0559,1.0559,1.0559,1.0559,1.0559,1.0559
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,40,40_LayerNorm,norm,sample19,False,10,5.7407,2.232,2.9681,2.984,2.1628,2.0743,2.1544,4.464,4.5366,4.6891,5.6421,5.7407
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,49,49_Max_reduction_over_a_dimension,reduction,sample19,False,8,0.9775,0.8521,0.8746,0.867,0.8746,0.8902,0.8746,0.8746,0.8902,0.9775,0.9406,0.9406
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,50,50_conv_standard_2D__square_input__square_kernel,conv,new8,False,5,3.5765,2.4816,2.3843,2.4715,2.3843,2.9659,3.5765,3.4743,3.4943,3.4157,2.4816,2.4715
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,53,53_Min_reduction_over_a_dimension,reduction,sample19,False,8,0.9505,0.853,0.853,0.8678,0.8678,0.853,0.8603,0.9073,0.8991,0.9505,0.9505,0.8991
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,54,54_conv_standard_3D__square_input__square_kernel,conv,sample19,False,7,0.8272,0.5076,0.1229,0.1081,0.1605,0.319,0.1367,0.4917,0.8272,0.3845,0.3964,0.022
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,55,55_conv_standard_2D__asymmetric_input__square_kernel,conv,sample19,False,5,0.731,0.1527,0.2448,0.5792,0.4417,0.6092,0.731,0.493,0.5,0.5327,0.5638,0.5248
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,58,58_conv_transposed_3D__asymmetric_input__asymmetric_kernel,conv,sample19,False,0,2.4225,2.4225,2.0073,2.0147,1.1714,1.9477,0.948,1.1799,1.0789,1.0649,0.7847,1.0
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,59,59_conv_standard_3D__asymmetric_input__square_kernel,conv,sample19,False,6,1.8,0.7831,1.3213,1.5183,1.3157,1.3101,1.3241,1.8,1.7948,1.7155,1.7642,
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,61,61_conv_transposed_3D__square_input__square_kernel,conv,new8,False,6,0.6627,0.1038,0.3929,0.534,0.5,0.5419,0.567,0.6627,0.4418,0.4472,0.1846,0.4762
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,70,70_conv_transposed_3D__asymmetric_input__square_kernel,conv,new8,False,5,1.2518,0.3595,0.3964,0.3812,1.0741,1.0807,1.2518,0.9831,0.5668,0.4573,0.3107,0.1776
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,75,75_conv_transposed_2D_asymmetric_input_asymmetric_kernel_strided__grouped____padded____dilated__,conv,new8,False,2,7.8635,1.755,5.3427,7.8635,7.4648,5.0766,5.0669,3.3544,3.125,4.8007,2.5238,0.5289
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,80,80_conv_standard_2D_square_input_asymmetric_kernel___dilated____padded__,conv,sample19,False,3,0.6427,0.4763,0.4763,0.3009,0.6427,0.2069,0.3009,0.3719,0.3783,0.3637,0.3678,0.4061
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,83,83_conv_depthwise_2D_square_input_asymmetric_kernel,conv,sample19,False,0,1.4098,1.4098,1.3871,1.376,1.3871,1.3871,1.3871,1.3871,1.3984,1.313,1.3651,1.3438
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,88,88_MinGPTNewGelu,activation,sample19,False,10,8.67,8.6275,8.4615,8.4751,8.4887,8.5024,8.4751,8.5714,8.6557,8.6557,8.6416,8.67
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,99,99_TripletMarginLoss,loss,sample19,False,0,4.0882,4.0882,4.0762,4.0643,4.0762,4.0762,4.0762,4.0762,4.0643,4.0643,4.0762,4.0643
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,102,102_ScaledDotProductAttention,attention,sample19,False,1,1.3273,1.1318,1.3273,1.0429,1.0282,1.3273,1.3153,1.0429,1.0542,1.2532,1.021,1.0977
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,103,103_Conv2D_SquareKernel11,conv,sample19,False,7,1.7084,0.5156,1.2473,1.1154,1.3152,1.4834,1.2096,1.491,1.7084,1.6246,1.5591,1.5869
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,105,105_LayerNorm_BigMean,norm,new8,False,4,5.5,1.6308,1.6746,1.65,1.6949,5.5,5.4466,5.2925,1.3584,5.1468,5.2925,5.1468
Triton/nopf/K,Triton · No profiling · Kimi K3,Triton,No profiling,Kimi K3,triton/level1-no-profile,107,107_Conv2D_SquareKernel3_bf16,conv,new8,False,10,2.4346,2.318,1.6198,2.318,0.2387,0.2569,0.2391,1.8615,2.2617,0.2547,2.2617,2.4346
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,1,1_Square_matrix_multiplication_,matmul,sample19,False,2,1.3516,1.2615,1.337,1.3516,1.3016,1.3226,1.2118,1.3155,1.1233,1.2947,1.2947,1.1604
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,4,4_Matrix_vector_multiplication_,matmul,sample19,False,4,0.9967,0.303,0.9945,0.303,0.9945,0.9967,0.9751,0.9868,0.9934,0.9923,0.9967,0.9967
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,6,6_Matmul_with_large_K_dimension_,matmul,new8,False,8,1.35,0.2146,1.1912,1.218,1.2,1.0062,1.2656,0.9153,1.2558,1.35,1.3065,1.2558
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,9,9_Tall_skinny_matrix_multiplication_,matmul,sample19,False,10,1.1151,0.9142,0.0751,0.9434,1.1058,1.0811,0.9206,1.0855,0.8555,0.2866,1.0833,1.1151
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,14,14_Matmul_for_upper_triangular_matrices,matmul,new8,False,1,4.7173,2.0862,4.7173,4.7082,4.6899,4.2832,4.6809,4.2908,4.6628,4.2832,4.6718,4.216
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,21,21_Sigmoid,activation,sample19,False,0,0.9936,0.9936,0.9894,0.9853,0.9853,0.9832,0.9832,0.9832,0.9832,0.9853,0.9853,0.9832
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,22,22_Tanh,activation,sample19,False,0,0.9936,0.9936,0.9853,0.9853,0.9853,0.9669,0.9689,0.9689,0.9853,0.9853,0.961,0.9649
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,33,33_BatchNorm,norm,sample19,True,10,1.0559,0.6652,0.9934,0.9742,0.9869,0.1573,0.6266,0.1772,0.2926,0.1102,0.1162,1.0559
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,40,40_LayerNorm,norm,sample19,False,9,5.7613,2.8426,2.6291,4.48,4.2424,5.1852,5.1376,5.1376,4.058,4.9558,5.7613,5.2336
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,49,49_Max_reduction_over_a_dimension,reduction,sample19,False,10,0.8737,0.8586,0.7781,0.8661,0.8661,0.8661,0.837,0.8231,0.8513,0.8231,0.8661,0.8737
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,50,50_conv_standard_2D__square_input__square_kernel,conv,new8,False,6,1.0989,0.2223,0.1246,0.0224,0.0247,0.9175,0.5342,1.0989,1.0433,0.8187,0.8731,0.85
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,53,53_Min_reduction_over_a_dimension,reduction,sample19,False,6,1.0112,0.1305,0.804,0.824,0.824,0.3185,0.3196,1.0112,0.8378,0.8449,0.7071,0.1488
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,54,54_conv_standard_3D__square_input__square_kernel,conv,sample19,False,8,0.6862,0.1582,0.3582,0.4171,0.5687,0.6045,0.6045,0.4094,0.407,0.6862,0.4088,0.4057
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,55,55_conv_standard_2D__asymmetric_input__square_kernel,conv,sample19,False,1,0.4173,0.1039,0.4173,0.4093,0.4093,0.0163,0.2345,0.2936,0.3759,0.1525,0.2857,0.158
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,58,58_conv_transposed_3D__asymmetric_input__asymmetric_kernel,conv,sample19,False,10,1.4602,0.6818,0.5357,0.6496,0.6111,0.8376,1.2313,0.988,0.6203,0.994,0.618,1.4602
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,59,59_conv_standard_3D__asymmetric_input__square_kernel,conv,sample19,False,4,0.8697,0.2862,0.5447,0.381,0.2156,0.8697,0.3881,0.7667,0.7306,0.7428,,
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,61,61_conv_transposed_3D__square_input__square_kernel,conv,new8,False,1,0.6474,0.0651,0.6474,,,,,,,,,
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,70,70_conv_transposed_3D__asymmetric_input__square_kernel,conv,new8,False,10,1.8544,0.4247,0.5593,0.5593,0.9649,0.5096,1.0393,1.1097,1.2155,1.1097,1.4796,1.8544
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,75,75_conv_transposed_2D_asymmetric_input_asymmetric_kernel_strided__grouped____padded____dilated__,conv,new8,False,1,3.6936,2.1774,3.6936,0.4945,1.2676,1.4516,1.5976,1.5976,1.5882,1.4674,0.5947,0.447
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,80,80_conv_standard_2D_square_input_asymmetric_kernel___dilated____padded__,conv,sample19,False,6,0.7149,0.0017,0.1638,0.163,0.2197,0.2407,0.7134,0.7149,0.6794,0.6441,0.6773,0.0806
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,83,83_conv_depthwise_2D_square_input_asymmetric_kernel,conv,sample19,False,0,1.3871,1.3871,1.376,0.6798,1.3651,1.3651,1.3651,1.3543,0.193,0.1924,1.3543,1.3543
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,88,88_MinGPTNewGelu,activation,sample19,False,3,8.6111,3.1183,8.5552,8.4863,8.6111,8.3917,8.3917,8.3784,8.3917,8.3518,8.3386,8.3784
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,99,99_TripletMarginLoss,loss,sample19,False,0,4.0762,4.0762,4.0762,4.0643,4.0643,4.0762,4.0762,4.0762,4.0643,4.0643,4.0525,3.7166
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,102,102_ScaledDotProductAttention,attention,sample19,False,7,0.4731,0.4589,0.4618,0.4625,0.4633,0.461,0.4625,0.4462,0.4731,0.4625,0.4625,0.4633
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,103,103_Conv2D_SquareKernel11,conv,sample19,False,5,0.4056,0.2021,0.358,0.3569,0.3061,0.2121,0.4056,0.4,0.4042,0.3816,0.2128,0.1452
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,105,105_LayerNorm_BigMean,norm,new8,False,9,5.9936,2.1577,3.5732,4.675,5.9744,5.9365,5.9177,5.9365,5.9617,5.9681,5.9936,5.9681
Triton/nopf/S,Triton · No profiling · Sonnet 5,Triton,No profiling,Sonnet 5,triton/level1-no-profile-sonnet5,107,107_Conv2D_SquareKernel3_bf16,conv,new8,False,5,2.7171,0.8472,2.1404,2.4949,2.5684,2.6872,2.7171,,,,,
Triton/delay/K,Triton · Delayed profiling · Kimi K3,Triton,Delayed profiling,Kimi K3,triton/level1-profiled,1,1_Square_matrix_multiplication_,matmul,sample19,False,3,0.9081,0.8821,0.8982,0.8517,0.9081,0.9081,0.9048,0.9048,0.8261,0.9081,0.7942,0.9048
Triton/delay/K,Triton · Delayed profiling · Kimi K3,Triton,Delayed profiling,Kimi K3,triton/level1-profiled,4,4_Matrix_vector_multiplication_,matmul,sample19,False,1,0.9989,0.9934,0.9989,0.9967,0.9956,0.9967,0.9967,0.9967,0.9956,0.9934,0.9956,0.9956
Triton/delay/K,Triton · Delayed profiling · Kimi K3,Triton,Delayed profiling,Kimi K3,triton/level1-profiled,6,6_Matmul_with_large_K_dimension_,matmul,new8,False,0,0.9634,0.9634,0.9634,0.2616,0.5745,0.4862,0.5663,0.532,0.0234,0.0241,0.0192,0.543
Triton/delay/K,Triton · Delayed profiling · Kimi K3,Triton,Delayed profiling,Kimi K3,triton/level1-profiled,9,9_Tall_skinny_matrix_multiplication_,matmul,sample19,False,10,1.1714,1.0811,1.0768,0.9096,0.0293,0.0233,0.7403,0.0344,0.0344,1.0554,1.0724,1.1714
Triton/delay/K,Triton · Delayed profiling · Kimi K3,Triton,Delayed profiling,Kimi K3,triton/level1-profiled,14,14_Matmul_for_upper_triangular_matrices,matmul,new8,False,10,4.0641,1.6174,3.6078,3.4776,3.7834,3.9769,3.9703,3.9703,3.6571,3.7774,3.8871,4.0641
Triton/delay/K,Triton · Delayed profiling · Kimi K3,Triton,Delayed profiling,Kimi K3,triton/level1-profiled,21,21_Sigmoid,activation,sample19,False,0,0.9936,0.9936,0.9832,0.9873,0.9936,0.9791,0.9873,0.9873,0.9936,0.971,0.975,0.9873
Triton/delay/K,Triton · Delayed profiling · Kimi K3,Triton,Delayed profiling,Kimi K3,triton/level1-profiled,22,22_Tanh,activation,sample19,False,0,0.9936,0.9936,0.9936,0.9936,0.9853,0.9832,0.9873,0.9853,0.9811,0.973,0.977,0.977
Triton/delay/K,Triton · Delayed profiling · Kimi K3,Triton,Delayed profiling,Kimi K3,triton/level1-profiled,33,33_BatchNorm,norm,sample19,False,4,1.0709,1.0559,1.0634,1.0559,1.0559,1.0709,1.0634,1.0634,1.0634,1.0709,1.0709,1.0709
Triton/delay/K,Triton · Delayed profiling · Kimi K3,Triton,Delayed profiling,Kimi K3,triton/level1-profiled,40,40_LayerNorm,norm,sample19,False,5,5.5,4.3828,4.3828,4.561,4.1866,4.6364,5.5,5.5,5.4466,5.4466,5.243,5.5
Triton/delay/K,Triton · Delayed profiling · Kimi K3,Triton,Delayed profiling,Kimi K3,triton/level1-profiled,49,49_Max_reduction_over_a_dimension,reduction,sample19,False,6,0.9486,0.9396,0.9396,0.9055,0.8661,0.8661,0.9222,0.9486,,,,
Triton/delay/K,Triton · Delayed profiling · Kimi K3,Triton,Delayed profiling,Kimi K3,triton/level1-profiled,50,50_conv_standard_2D__square_input__square_kernel,conv,new8,False,3,1.445,0.5198,1.262,1.2403,1.445,0.9444,0.7605,0.9263,0.7646,0.9088,1.0105,0.9233
Triton/delay/K,Triton · Delayed profiling · Kimi K3,Triton,Delayed profiling,Kimi K3,triton/level1-profiled,53,53_Min_reduction_over_a_dimension,reduction,sample19,False,2,1.0473,0.8982,0.4297,1.0473,0.9495,0.7385,0.8982,0.8982,0.867,0.9318,0.9064,0.8521
Triton/delay/K,Triton · Delayed profiling · Kimi K3,Triton,Delayed profiling,Kimi K3,triton/level1-profiled,54,54_conv_standard_3D__square_input__square_kernel,conv,sample19,False,5,0.907,0.6808,0.6808,0.7439,0.8077,0.8101,0.907,0.1319,,,,
Triton/delay/K,Triton · Delayed profiling · Kimi K3,Triton,Delayed profiling,Kimi K3,triton/level1-profiled,55,55_conv_standard_2D__asymmetric_input__square_kernel,conv,sample19,False,1,0.2548,0.1323,0.2548,,,,,,,,,
Triton/delay/K,Triton · Delayed profiling · Kimi K3,Triton,Delayed profiling,Kimi K3,triton/level1-profiled,58,58_conv_transposed_3D__asymmetric_input__asymmetric_kernel,conv,sample19,False,0,0.8836,0.8836,0.8836,0.3494,,,,,,,,
Triton/delay/K,Triton · Delayed profiling · Kimi K3,Triton,Delayed profiling,Kimi K3,triton/level1-profiled,59,59_conv_standard_3D__asymmetric_input__square_kernel,conv,sample19,False,10,1.8949,1.2773,1.2878,0.0081,1.8724,1.8724,1.845,1.8504,1.8504,1.8892,1.8724,1.8949
Triton/delay/K,Triton · Delayed profiling · Kimi K3,Triton,Delayed profiling,Kimi K3,triton/level1-profiled,61,61_conv_transposed_3D__square_input__square_kernel,conv,new8,False,8,0.7579,0.0641,0.2338,0.2038,0.2343,0.2541,0.5387,0.7448,0.523,0.7579,0.523,0.7579
